ch_iw5_scar_m320,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_scar_m320,20,750,,,,,,,,,,,,,,,,
ch_iw5_scar_acog,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_scar_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_scar_heartbeat,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_scar_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_scar_hybrid,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_scar_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_scar_shotgun,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_scar_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_scar_eotech,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_scar_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_scar_xmags,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_scar_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_scar_thermal,WEAPON_SCAR,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_scar_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_scar_mastery,CHALLENGE_SCAR_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_scar,10,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_g36c,WEAPON_G36C,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_g36c,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_g36c,WEAPON_G36C,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_g36c,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_g36c_reflex,WEAPON_G36C,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_g36c_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_silencer,WEAPON_G36C,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_g36c_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_g36c_m320,WEAPON_G36C,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_g36c_m320,20,750,,,,,,,,,,,,,,,,
ch_iw5_g36c_acog,WEAPON_G36C,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_g36c_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_g36c_heartbeat,WEAPON_G36C,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_g36c_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_hybrid,WEAPON_G36C,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_g36c_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_shotgun,WEAPON_G36C,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_g36c_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_eotech,WEAPON_G36C,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_g36c_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_xmags,WEAPON_G36C,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_g36c_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_thermal,WEAPON_G36C,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_g36c_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_g36c_mastery,CHALLENGE_G36C_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_g36c,10,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_mk14,WEAPON_MK14,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_mk14,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_mk14,WEAPON_MK14,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_mk14,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_mk14_reflex,WEAPON_MK14,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_mk14_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_silencer,WEAPON_MK14,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_mk14_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_mk14_m320,WEAPON_MK14,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_mk14_m320,20,750,,,,,,,,,,,,,,,,
ch_iw5_mk14_acog,WEAPON_MK14,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_mk14_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_mk14_rof,WEAPON_MK14,CHALLENGE_GET_N_KILLS_ROF,CHALLENGE_ATTACHMENT_ROF,1,iw5_mk14_rof,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_heartbeat,WEAPON_MK14,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_mk14_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_hybrid,WEAPON_MK14,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_mk14_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_shotgun,WEAPON_MK14,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_mk14_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_eotech,WEAPON_MK14,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_mk14_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_xmags,WEAPON_MK14,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_mk14_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_thermal,WEAPON_MK14,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_mk14_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_mk14_mastery,CHALLENGE_MK14_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_mk14,11,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_m16,WEAPON_M16,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_m16,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_m16,WEAPON_M16,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_m16,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_m16_reflex,WEAPON_M16,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_m16_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_silencer,WEAPON_M16,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_m16_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_m16_gl,WEAPON_M16,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_m16_gl,20,750,,,,,,,,,,,,,,,,
ch_iw5_m16_acog,WEAPON_M16,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_m16_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_m16_rof,WEAPON_M16,CHALLENGE_GET_N_KILLS_ROF,CHALLENGE_ATTACHMENT_ROF,1,iw5_m16_rof,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_heartbeat,WEAPON_M16,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_m16_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_hybrid,WEAPON_M16,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_m16_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_shotgun,WEAPON_M16,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_m16_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_eotech,WEAPON_M16,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_m16_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_xmags,WEAPON_M16,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_m16_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_thermal,WEAPON_M16,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_m16_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_m16_mastery,CHALLENGE_M16_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_m16,11,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_acr,WEAPON_ACR,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_acr,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_acr,WEAPON_ACR,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_acr,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_acr_reflex,WEAPON_ACR,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_acr_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_silencer,WEAPON_ACR,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_acr_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_acr_m320,WEAPON_ACR,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_acr_m320,20,750,,,,,,,,,,,,,,,,
ch_iw5_acr_acog,WEAPON_ACR,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_acr_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_acr_heartbeat,WEAPON_ACR,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_acr_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_hybrid,WEAPON_ACR,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_acr_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_shotgun,WEAPON_ACR,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_acr_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_eotech,WEAPON_ACR,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_acr_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_xmags,WEAPON_ACR,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_acr_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_thermal,WEAPON_ACR,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_acr_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_acr_mastery,CHALLENGE_ACR_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_acr,10,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_fad,WEAPON_FAD,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_fad,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_fad,WEAPON_FAD,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_fad,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_fad_reflex,WEAPON_FAD,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_fad_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_silencer,WEAPON_FAD,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_fad_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_fad_m320,WEAPON_FAD,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_fad_m320,20,750,,,,,,,,,,,,,,,,
ch_iw5_fad_acog,WEAPON_FAD,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_fad_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_fad_heartbeat,WEAPON_FAD,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_fad_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_hybrid,WEAPON_FAD,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_fad_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_shotgun,WEAPON_FAD,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_fad_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_eotech,WEAPON_FAD,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_fad_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_xmags,WEAPON_FAD,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_fad_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_thermal,WEAPON_FAD,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_fad_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_fad_mastery,CHALLENGE_FAD_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_fad,10,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_ak47,WEAPON_AK47,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_ak47,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_ak47,WEAPON_AK47,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_ak47,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_ak47_reflex,WEAPON_AK47,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_ak47_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_silencer,WEAPON_AK47,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_ak47_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_ak47_gp25,WEAPON_AK47,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_ak47_gp25,20,750,,,,,,,,,,,,,,,,
ch_iw5_ak47_acog,WEAPON_AK47,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_ak47_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_ak47_heartbeat,WEAPON_AK47,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_ak47_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_hybrid,WEAPON_AK47,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_ak47_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_shotgun,WEAPON_AK47,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_ak47_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_eotech,WEAPON_AK47,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_ak47_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_xmags,WEAPON_AK47,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_ak47_xmags,40,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_thermal,WEAPON_AK47,CHALLENGE_GET_N_KILLS_THERMAL,CHALLENGE_ATTACHMENT_THERMAL,1,iw5_ak47_thermal,40,1000,,,,,,,,,,,,,,,,
ch_iw5_ak47_mastery,CHALLENGE_AK47_MASTERY,CHALLENGE_GET_ALL_ATTACHMENTS,CHALLENGE_BLANK,10,iw5_ak47,10,10000,,,,,,,,,,,,,,,,
ch_marksman_iw5_cm901,WEAPON_CM901,CHALLENGE_GET_N_KILLS,CHALLENGE_MARKSMAN,1,iw5_cm901,10,250,25,1000,75,2000,150,5000,300,10000,500,10000,750,10000,1000,10000,,
ch_expert_iw5_cm901,WEAPON_CM901,CHALLENGE_GET_N_HEADSHOTS,CHALLENGE_EXPERT,1,iw5_cm901,5,500,15,1000,30,2500,75,5000,150,10000,250,10000,350,10000,500,10000,,
ch_iw5_cm901_reflex,WEAPON_CM901,CHALLENGE_GET_N_KILLS_REFLEX,CHALLENGE_ATTACHMENT_REFLEX,1,iw5_cm901_reflex,60,1000,,,,,,,,,,,,,,,,
ch_iw5_cm901_silencer,WEAPON_CM901,CHALLENGE_GET_N_KILLS_SILENCER,CHALLENGE_ATTACHMENT_SILENCER,1,iw5_cm901_silencer,15,750,,,,,,,,,,,,,,,,
ch_iw5_cm901_m320,WEAPON_CM901,CHALLENGE_GET_N_KILLS_GL,CHALLENGE_ATTACHMENT_GL,1,iw5_cm901_m320,20,750,,,,,,,,,,,,,,,,
ch_iw5_cm901_acog,WEAPON_CM901,CHALLENGE_GET_N_KILLS_ACOG,CHALLENGE_ATTACHMENT_ACOG,1,iw5_cm901_acog,20,750,,,,,,,,,,,,,,,,
ch_iw5_cm901_heartbeat,WEAPON_CM901,CHALLENGE_GET_N_KILLS_HEARTBEAT,CHALLENGE_ATTACHMENT_HEARTBEAT,1,iw5_cm901_heartbeat,40,1000,,,,,,,,,,,,,,,,
ch_iw5_cm901_hybrid,WEAPON_CM901,CHALLENGE_GET_N_KILLS_HYBRID,CHALLENGE_ATTACHMENT_HYBRID,1,iw5_cm901_hybrid,40,1000,,,,,,,,,,,,,,,,
ch_iw5_cm901_shotgun,WEAPON_CM901,CHALLENGE_GET_N_KILLS_SHOTGUN,CHALLENGE_ATTACHMENT_SHOTGUN,1,iw5_cm901_shotgun,40,1000,,,,,,,,,,,,,,,,
ch_iw5_cm901_eotech,WEAPON_CM901,CHALLENGE_GET_N_KILLS_EOTECH,CHALLENGE_ATTACHMENT_EOTECH,1,iw5_cm901_eotech,40,1000,,,,,,,,,,,,,,,,
ch_iw5_cm901_xmags,WEAPON_CM901,CHALLENGE_GET_N_KILLS_XMAGS,CHALLENGE_ATTACHMENT_XMAGS,1,iw5_cm901_xmags,40,1000,,,,,,,,,,,,,,,,
