47,sniperheadshots,award_hero,MPUI_DEAD_AIM,MPUI_MOST_SNIPER_HEADSHOTS,1,0,count
48,equipmentkills,award_hero,MPUI_SURVIVALIST,MPUI_MOST_EQUIPMENT_KILLS,1,0,count
49,scopedkills,award_hero,MPUI_MAGNIFIER,MPUI_MOST_SCOPED_KILLS,1,0,count
50,thermalkills,award_hero,MPUI_THERMAL_KILLER,MPUI_MOST_THERMAL_KILLS,1,0,count
51,shieldkills,award_hero,MPUI_CROWD_CONTROL,MPUI_MOST_RIOT_SHIELD_KILLS,1,0,count
52,weaponxpearned,award_hero,MPUI_WEAPON_XP_EARNED,MPUI_MOST_WEAPON_XP_EARNED,1,0,count
53,adskills,award_bird,MPUI_HAIRTRIGGER,MPUI_MOST_ADS_KILLS,1,0,count
54,hipfirekills,award_bird,MPUI_SPRAYER,MPUI_MOST_HIPFIRE_KILLS,1,0,count
55,lowerrankkills,award_bird,MPUI_NEWB_KILLER,MPUI_MOST_KILLS_OF_LOWER_RANK,1,0,count
56,otherweaponkills,award_bird,MPUI_LOANER,MPUI_MOST_KILLS_WITH_ENEMY,1,0,count
57,killcamtimewatched,award_bird,MPUI_COUCH_POTATO,MPUI_MOST_TIME_WATCHING_KILLCAMS,1,0,time
58,mostreloads,award_bird,MPUI_LOCK_AND_LOAD,MPUI_MOST_RELOADS,1,0,count
59,mostswaps,award_bird,MPUI_INDECISIVE,MPUI_MOST_WEAPON_SWAPS,1,0,count
60,mostshotsfired,award_bird,MPUI_TRIGGER_HAPPY,MPUI_MOST_SHOTS_FIRED,1,0,count
61,timeinspot,award_positive,MPUI_CAMPER,MPUI_MOST_TIME_SPENT_IN_ONE,1,0,time
62,greatestavgalt,award_positive,MPUI_HIFI,MPUI_HIGHEST_AVERAGE_ALTITUDE,1,0,count
63,leastavgalt,award_positive,MPUI_LOFI,MPUI_LOWEST_AVERAGE_ALTITUDE,1,0,count
64,mostff,award_positive,MPUI_POTENTIAL_HAZARD,MPUI_MOST_FRIENDLIES_SHOT,1,0,count
65,killedsameplayer,award_positive,MPUI_FREQUENT_CUSTOMER,MPUI_MOST_KILLS_OF_SAME_PLAYER,1,0,count
66,mostweaponsused,award_positive,MPUI_ARSENAL,MPUI_MOST_WEAPONS_USED,1,0,count
67,closertoenemies,award_positive,MPUI_UNDERCOVER,MPUI_MOST_TIME_CLOSER_TO_ENEMIES,0,0,none
68,mostclasseschanged,award_positive,MPUI_JACK_OF_ALL_TRADES,MPUI_MOST_CLASSES_CHANGED,1,0,count
69,killcamskipped,award_negative,MPUI_HYPERACTIVE,MPUI_MOST_KILLCAMS_SKIPPED,1,0,count
70,suicides,award_negative,MPUI_ACCIDENT_PRONE,MPUI_MOST_SUICIDES,1,0,count
71,flankdeaths,award_negative,MPUI_BLINDSIDED,MPUI_MOST_DEATHS_FROM_BEHIND,1,0,count
72,shotgundeaths,award_negative,MPUI_CLAY_PIGEON,MPUI_MOST_DEATHS_BY_SHOTGUN,1,0,count
73,shortestlife,award_negative,MPUI_TERMINAL1,MPUI_SHORTEST_LIFE,1,0,time
74,deathstreak,award_negative,MPUI_DEAD_MAN_WALKING,MPUI_LONGEST_DEATHSTREAK,1,0,count
75,killsteals,award_negative,MPUI_HIJACKER,MPUI_MOST_STOLEN_KILLS,1,0,count
76,shielddeaths,award_negative,MPUI_PROTESTER,MPUI_MOST_DEATHS_BY_RIOT_SHIELD,1,0,count
77,bombsplanted,award_thebomb,MPUI_EXPLOSIVES_EXPERT,MPUI_MOST_BOMBS_PLANTED,1,0,count
78,bombsdefused,award_thebomb,MPUI_DEFUSAL_EXPERT,MPUI_MOST_BOMBS_DEFUSED,1,0,count
79,targetsdestroyed,award_thebomb,MPUI_DESTROYER,MPUI_MOST_TARGETS_DESTROYED,1,0,count
80,bombcarrierkills,award_thebomb,MPUI_BOMB_NEUTRALIZER,MPUI_MOST_BOMB_CARRIER_KILLS,1,0,count
81,killsasbombcarrier,award_thebomb,MPUI_BOMB_THREAT,MPUI_MOST_KILLS_AS_BOMB_CARRIER,1,0,count
82,bombscarried,award_thebomb,MPUI_BOMB_RUNNER,MPUI_MOST_BOMBS_CARRIED,1,0,count
83,uavs,award_jets,MPUI_RECON_EXPERT,MPUI_MOST_UAVS,1,0,count
84,airstrikes,award_jets,MPUI_TOP_GUN,MPUI_MOST_AIRSTRIKES,1,0,count
85,helicopters,award_jets,MPUI_AIRWOLF,MPUI_MOST_HELICOPTERS,1,0,count
86,assaultkillstreaksused,award_jets,MPUI_ASSAULT_KILLSTREAKS_USED,MPUI_MOST_ASSAULT_KILLSTREAKS_USED,1,0,count
87,supportkillstreaksused,award_jets,MPUI_SUPPORT_KILLSTREAKS_USED,MPUI_MOST_SUPPORT_KILLSTREAKS_USED,1,0,count
88,distancetraveled,award_davinci,MPUI_NOMAD,MPUI_LONGEST_DISTANCE_TRAVELED,1,0,distance
89,sprinttime,award_davinci,MPUI_RUNNER,MPUI_MOST_TIME_SPENT_SPRINTING,1,0,time
90,crouchtime,award_davinci,MPUI_HUNCHBACK,MPUI_MOST_TIME_SPENT_CROUCHED,1,0,time
91,pronetime,award_davinci,MPUI_GRASSY_KNOLL,MPUI_MOST_TIME_SPENT_PRONE,1,0,time
92,specialistkillstreaksearned,award_davinci,MPUI_SPECIALIST_KILLSTREAKS_EARNED,MPUI_MOST_SPECIALIST_KILLSTREAKS_EARNED,1,0,count
93,damagetaken,award_davinci,MPUI_SURVIVOR,MPUI_LEAST_DAMAGE_TAKEN,1,0,count
94,holdingteamdefenderflag,award_davinci,MPUI_HELD_FLAG_DEFENDER,MPUI_LONGEST_HELD_FLAG_DEFENDER,1,0,time
95,shieldblocks,award_davinci,MPUI_THICK_SKINNED,MPUI_MOST_BULLETS_DEFLECTED,1,0,count
96,flankkills,award_davinci,MPUI_FLANKER,MPUI_MOST_KILLS_FROM_BEHIND,1,0,count
97,throwbacks,award_davinci,MPUI_HOT_POTATO,MPUI_MOST_GRENADES_THROWN,1,0,count
98,pointscaptured,award_trophy,MPUI_DOMINATOR,MPUI_MOST_POINTS_CAPTURED,1,0,count
99,hqscaptured,award_trophy,MPUI_HQ_CAPTURER,MPUI_MOST_HQS_CAPTURED,1,0,count
100,hqsdestroyed,award_trophy,MPUI_HQ_DESTROYER,MPUI_MOST_HQS_DESTROYED,1,0,count
101,flagscaptured,award_trophy,MPUI_FLAG_CAPTURER,MPUI_MOST_FLAGS_CAPTURED,1,0,count
102,flagsreturned,award_trophy,MPUI_FLAG_RETURNER,MPUI_MOST_FLAGS_RETURNED,1,0,count
103,flagscarried,award_trophy,MPUI_FLAG_RUNNER,MPUI_MOST_FLAGS_CARRIED,1,0,count
104,flagcarrierkills,award_trophy,MPUI_FLAG_NEUTRALIZER,MPUI_MOST_FLAG_CARRIER_KILLS,1,0,count
105,killsasflagcarrier,award_trophy,MPUI_DOUBLE_THREAT,MPUI_MOST_KILLS_AS_FLAG_CARRIER,1,0,count
106,killsconfirmed,award_trophy,MPUI_KILLS_CONFIRMED,MPUI_MOST_KILLS_CONFIRMED,1,0,count
107,killsdenied,award_trophy,MPUI_KILLS_DENIED,MPUI_MOST_KILLS_DENIED,1,0,count
